numero,enunciado,A,B,C,D,E,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,ANO,TP_LINGUA,IN_ITEM_ADAPTADO,TP_VERSAO_DIGITAL
82.0,"Em um experimento, um professor levou para a
sala de aula um saco de arroz, um pedaço de madeira
triangular e uma barra de ferro cilíndrica e homogênea.
Ele propôs que fizessem a medição da massa da barra
utilizando esses objetos. Para isso, os alunos fizeram
marcações na barra, dividindo-a em oito partes iguais, e
em seguida apoiaram-na sobre a base triangular, com o
saco de arroz pendurado em uma de suas extremidades,
até atingir a situação de equilíbrio.
Img
Nessa situação, qual foi a massa da barra obtida pelos
alunos?
","3,00 kg","3,75 kg","5,00 kg","6,00 kg","15,00 kg",82.0,CN,11630.0,E,17.0,0.0,,140728,1.11505,16506.0,Azul,235.0,2015.0,,0.0,
83.0,"Os anfíbios representam o primeiro grupo de
vertebrados que, evolutivamente, conquistou o ambiente
terrestre. Apesar disso, a sobrevivência do grupo ainda
permanece restrita a ambientes úmidos ou aquáticos,
devido à manutenção de algumas características
fisiológicas relacionadas à água.
Uma das características a que o texto se refere é a",reprodução por viviparidade.,respiração pulmonar nos adultos.,regulação térmica por endotermia.,cobertura corporal delgada e altamente permeável.,"locomoção por membros anteriores e posteriores
desenvolvidos.",83.0,CN,25580.0,D,28.0,0.0,,237617,1.47135,17221.0,Azul,235.0,2015.0,,0.0,
84.0,"O aproveitamento de resíduos florestais vem se
tornando cada dia mais atrativo, pois eles são uma fonte
renovável de energia. A figura representa a queima de
um bio-óleo extraído do resíduo de madeira, sendo ∆H1
a variação de entalpia devido à queima de 1 g desse
bio-óleo, resultando em gás carbônico e água líquida, e
∆H2
a variação de entalpia envolvida na conversão de 1 g
de água no estado gasoso para o estado líquido.
Img
A variação de entalpia, em kJ, para a queima de 5 g desse
bio-óleo resultando em CO2

(gasoso) e H2

O (gasoso) é:",−106.,"−94,0.","−82,0.","−21,2.","−16,4.",84.0,CN,25964.0,C,26.0,0.0,,318005,1.34983,19742.0,Azul,235.0,2015.0,,0.0,
85.0,"Entre os anos de 1028 e 1038, Alhazen (Ibn al-Haytham;
965-1040 d.C.) escreveu sua principal obra, o Livro da
Óptica, que, com base em experimentos, explicava o
funcionamento da visão e outros aspectos da ótica, por
exemplo, o funcionamento da câmara escura. O livro foi
traduzido e incorporado aos conhecimentos científicos
ocidentais pelos europeus. Na figura, retirada dessa obra,
é representada a imagem invertida de edificações em um
tecido utilizado como anteparo.
Img
Se fizermos uma analogia entre a ilustração e o olho
humano, o tecido corresponde ao(à)",íris.,retina.,pupila.,córnea.,cristalino.,85.0,CN,39317.0,B,15.0,0.0,,151647,0.92887,16028.0,Azul,235.0,2015.0,,0.0,
86.0,"Ao ouvir uma flauta e um piano emitindo a mesma
nota musical, consegue-se diferenciar esses instrumentos
um do outro.
Essa diferenciação se deve principalmente ao(à)","intensidade sonora do som de cada instrumento
musical.","potência sonora do som emitido pelos diferentes
instrumentos musicais.","diferente velocidade de propagação do som emitido
por cada instrumento musical.","timbre do som, que faz com que os formatos das
ondas de cada instrumento sejam diferentes.","altura do som, que possui diferentes frequências para
diferentes instrumentos musicais.",86.0,CN,27106.0,D,1.0,0.0,,94851,0.17176,216.0,Azul,235.0,2015.0,,0.0,
87.0,"O formato das células de organismos pluricelulares é
extremamente variado. Existem células discoides, como
é o caso das hemácias, as que lembram uma estrela,
como os neurônios, e ainda algumas alongadas, como as
musculares.
Em um mesmo organismo, a diferenciação dessas células
ocorre por",produzirem mutações específicas.,possuírem DNA mitocondrial diferentes.,apresentarem conjunto de genes distintos.,expressarem porções distintas do genoma.,terem um número distinto de cromossomos.,87.0,CN,8594.0,D,13.0,0.0,,301163,1.43934,9562.0,Azul,235.0,2015.0,,0.0,
88.0,"Para obter a posição de um telefone celular, a polícia
baseia-se em informações do tempo de resposta do
aparelho em relação às torres de celular da região de
onde se originou a ligação. Em uma região, um aparelho
está na área de cobertura de cinco torres, conforme o
esquema.
Img
Considerando que as torres e o celular são puntiformes e
que estão sobre um mesmo plano, qual o número mínimo
de torres necessárias para se localizar a posição do
telefone celular que originou a ligação?",Uma.,Duas.,Três.,Quatro.,Cinco.,88.0,CN,27929.0,C,2.0,0.0,,129289,1.95236,12244.0,Azul,235.0,2015.0,,0.0,
89.0,"Euphorbia milii é uma planta ornamental amplamente disseminada no Brasil e conhecida como coroa-de-cristo.
O estudo químico do látex dessa espécie forneceu o mais potente produto natural moluscicida, a miliamina L.
O uso desse látex em água infestada por hospedeiros intermediários tem potencial para atuar no controle da",dengue.,malária.,elefantíase.,ascaridíase.,esquistossomose.,89.0,CN,82190.0,E,30.0,0.0,,227244,1.11652,11401.0,Azul,235.0,2015.0,,0.0,
90.0,"A química verde permite o desenvolvimento tecnológico com danos reduzidos ao meio ambiente, e encontrar rotas
limpas tem sido um grande desafio. Considere duas rotas diferentes utilizadas para a obtenção de ácido adípico, um
insumo muito importante para a indústria têxtil e de plastificantes.
Img

Que fator contribui positivamente para que a segunda rota de síntese seja verde em comparação à primeira?
",Etapa única na síntese.,Obtenção do produto puro.,Ausência de reagentes oxidantes.,Ausência de elementos metálicos no processo.,Gasto de energia nulo na separação do produto.,90.0,CN,83854.0,A,4.0,0.0,,41738,4.03288,1314.0,Azul,235.0,2015.0,,0.0,
46.0,"Em sua formulação, o spray de pimenta contém
porcentagens variadas de oleorresina de Capsicum,
cujo princípio ativo é a capsaicina, e um solvente
(um álcool como etanol ou isopropanol). Em contato
com os olhos, pele ou vias respiratórias, a capsaicina
causa um efeito infl amatório que gera uma sensação de
dor e ardor, levando à cegueira temporária. O processo
é desencadeado pela liberação de neuropeptídios das
terminações nervosas.
Disponível e: Lnk
Quando uma pessoa é atingida com o spray de pimenta
nos olhos ou na pele, a lavagem da região atingida com
água é inefi caz porque a","reação entre etanol e água libera calor, intensifi cando
o ardor.","solubilidade do princípio ativo em água é muito baixa,
difi cultando a sua remoção.","permeabilidade da água na pele é muito alta, não
permitindo a remoção do princípio ativo.","solubilização do óleo em água causa um maior
espalhamento além das áreas atingidas.","ardência faz evaporar rapidamente a água, não
permitindo que haja contato entre o óleo e o solvente.",46.0,CN,12091.0,B,18.0,0.0,,210461,0.70434,18239.0,AZUL,291.0,2016.0,,0.0,
47.0,"A usina de Itaipu é uma das maiores hidrelétricas
do mundo em geração de energia. Com 20 unidades
geradoras e 14 000 MW de potência total instalada,
apresenta uma queda de 118,4 m e vazão nominal de
690 m3/s por unidade geradora. O cálculo da potência
teórica leva em conta a altura da massa de água represada
pela barragem, a gravidade local (10 m/s2) e a densidade

da água (1000 kg/m3). A diferença entre a potência teórica

e a instalada é a potência não aproveitada.

Disponível em: Lnk

Qual é a potência, em MW, não aproveitada em cada
unidade geradora de Itaipu?
",0,1.18,116.96,816.96,13183.04,47.0,CN,48829.0,C,8.0,0.0,,112326,2.01306,29664.0,AZUL,291.0,2016.0,,0.0,
48.0,"A coleta das fezes dos animais domésticos em sacolas
plásticas e o seu descarte em lixeiras convencionais
podem criar condições de degradação que geram
produtos prejudiciais ao meio ambiente.
A figura ilustra o Projeto Park Spark, desenvolvido
em Cambridge, MA (EUA), em que as fezes dos animais
domésticos são recolhidas em sacolas biodegradáveis
e jogadas em um biodigestor instalado em parques
públicos; e os produtos são utilizados em equipamentos
no próprio parque.
Descrição da figura:
É apresentada uma pessoa em um parque com
seu cachorro. Ela recolhe as fezes do animal com
uma sacola biodegradável e deposita essa sacola
com as fezes em um biodigestor enterrado no solo.
O biodigestor está conectado, por meio de uma
tubulação, a um poste de iluminação do parque. A luz
emitida por esse poste provém de uma chama.
Uma inovação desse projeto é possibilitar o(a)",queima de gás metano.,armazenamento de gás carbônico.,decomposição aeróbica das fezes.,uso mais eficiente de combustíveis fósseis.,fixação de carbono em moléculas orgânicas.,48.0,CN,47464.0,A,11.0,0.0,,125404,0.92743,1982.0,AZUL,291.0,2016.0,,0.0,
49.0,"Uma ambulância A em movimento retílineo e uniforme aproxima-se de um observador O, em repouso. A sirene
emite um som de frequência constante f

A. O desenho ilustra as frentes de onda do som emitido pela ambulância.
O observador possui um detector que consegue registrar, no esboço de um gráfico, a frequência da onda sonora
detectada em função do tempo f

O(t), antes e depois da passagem da ambulância por ele.


Qual esboço gráfico representa a frequência f

O(t) detectada pelo observador?",Img,Img,Img,Img,Img,49.0,CN,97711.0,D,1.0,0.0,,386543,2.19605,20564.0,AZUL,291.0,2016.0,,0.0,
50.0,"O benzeno, um importante solvente para a indústria química, é obtido industrialmente pela destilação do
petróleo. Contudo, também pode ser sintetizado pela trimerização do acetileno catalisada por ferro metálico sob altas
temperaturas, conforme a equação química:
3 C2H2(g) → C6H6 (l)

A energia envolvida nesse processo pode ser calculada indiretamente pela variação de entalpia das reações de
combustão das substâncias participantes, nas mesmas condições experimentais:

I. C2H2(g) + 5/2O2(g) → 2 CO2(g) + H2O (l) ∆Hc° = −310 kcal/mol

II. C6H6(l) +15/2O2(g) → 6 CO2(g) + 3 H2O (l) ∆Hc° = −780 kcal/mol
A variação de entalpia do processo de trimerização, em kcal, para a formação de um mol de benzeno é mais próxima de","−1 090.
","−150.
",-50,157,470,50.0,CN,87728.0,B,26.0,0.0,,372099,1.34021,17938.0,AZUL,291.0,2016.0,,0.0,
51.0,"Em meados de 2003, mais de 20 pessoas morreram no Brasil após terem ingerido uma suspensão de sulfato
de bário utilizada como contraste em exames radiológicos. O sulfato de bário é um sólido pouquíssimo solúvel em
água, que não se dissolve mesmo na presença de ácidos. As mortes ocorreram porque um laboratório farmacêutico
forneceu o produto contaminado com carbonato de bário, que é solúvel em meio ácido. Um simples teste para verificar
a existência de íons bário solúveis poderia ter evitado a tragédia. Esse teste consiste em tratar a amostra com solução
aquosa de HCl e, após filtrar para separar os compostos insolúveis de bário, adiciona-se solução aquosa de H2
SO4 sobre o filtrado e observa-se por 30 min.

A presença de íons bário solúveis na amostra é indicada pela","liberação de calor.
","alteração da cor para rosa.
","precipitação de um sólido branco.
","formação de gás hidrogênio.
",volatilização de gás cloro.,51.0,CN,97755.0,C,7.0,0.0,,177601,1.79508,13254.0,AZUL,291.0,2016.0,,0.0,
52.0,"Os feromônios são substâncias utilizadas na comunicação entre indivíduos de uma espécie. O primeiro feromônio
isolado de um inseto foi o bombicol, substância produzida pela mariposa do bicho-da-seda.
OH

Img

O uso de feromônios em ações de controle de insetos-praga está de acordo com o modelo preconizado para a
agricultura do futuro. São agentes altamente específicos e seus compostos químicos podem ser empregados em
determinados cultivos, conforme ilustrado no quadro.

Img

Considerando essas estruturas químicas, o tipo de estereoisomeria apresentada pelo bombicol é também apresentada
pelo feromônio utilizado no controle do inseto","Sitophilus spp.

",Migdolus fryanus.,"Anthonomus rubi.
","Grapholita molesta.
",Scrobipalpuloides absoluta.,52.0,CN,17509.0,E,24.0,0.0,,218605,1.51652,20999.0,AZUL,291.0,2016.0,,0.0,
53.0,"O esquema representa, de maneira simplificada, o
processo de produção de etanol utilizando milho como
matéria-prima.
Descrição do esquema:
O esquema de produção de etanol utiliza o milho como
matéria-prima. O milho é colocado em um tanque onde
sofre hidrólise. Posteriormente, no mesmo tanque, é
feita a adição de leveduras e ocorre a fermentação,
que gera os produtos CO2
, etanol e água.
A etapa de hidrólise na produção de etanol a partir do
milho é fundamental para que",a glicose seja convertida em sacarose.,as enzimas dessa planta sejam ativadas.,a maceração favoreça a solubilização em água.,"o amido seja transformado em substratos utilizáveis
pela levedura.","os grãos com diferentes composições químicas
sejam padronizados.",53.0,CN,30321.0,D,8.0,0.0,,241699,1.29881,30197.0,AZUL,291.0,2016.0,,0.0,
54.0,"Durante a primeira fase do projeto de uma usina de
geração de energia elétrica, os engenheiros da equipe
de avaliação de impactos ambientais procuram saber se
esse projeto está de acordo com as normas ambientais.
A nova planta estará localizada à beira de um rio, cuja
temperatura média da água é de 25 °C, e usará a sua
água somente para refrigeração. O projeto pretende que
a usina opere com 1,0 MW de potência elétrica e, em
razão de restrições técnicas, o dobro dessa potência será
dissipada por seu sistema de arrefecimento, na forma de
calor. Para atender a resolução número 430, de 13 de
maio de 2011, do Conselho Nacional do Meio Ambiente,
com uma ampla margem de segurança, os engenheiros
determinaram que a água só poderá ser devolvida ao rio
com um aumento de temperatura de, no máximo, 3 °C
em relação à temperatura da água do rio captada pelo
sistema de arrefecimento. Considere o calor específico da
água igual a 4 kJ/(kg °C).
Para atender essa determinação, o valor mínimo do fluxo
de água, em kg/s, para a refrigeração da usina deve ser
mais próximo de",42,84,167,250,500,54.0,CN,24399.0,C,23.0,0.0,,213942,1.91803,24568.0,AZUL,291.0,2016.0,,0.0,
55.0,"A Figura 1 apresenta o gráfico da intensidade,
em decibéis (dB), da onda sonora emitida por um
alto-falante, que está em repouso, e medida por um
microfone em função da frequência da onda para
diferentes distâncias: 3 mm, 25 mm, 51 mm e 60 mm.
A Figura 2 apresenta um diagrama com a indicação das
diversas faixas do espectro de frequência sonora para o
modelo de alto-falante utilizado neste experimento.

Img
Disponível em: Lnk

Img
Disponível em: Lnk

Relacionando as informações presentes nas figuras 1 e 2,
como a intensidade sonora percebida é afetada pelo
aumento da distância do microfone ao alto-falante?",Aumenta na faixa das frequências médias.,Diminui na faixa das frequências agudas.,Diminui na faixa das frequências graves.,Aumenta na faixa das frequências médias altas.,Aumenta na faixa das frequências médias baixas.,55.0,CN,84210.0,C,17.0,0.0,,245528,1.61944,17091.0,AZUL,291.0,2016.0,,0.0,
